rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db
1,1.0,00:20:56,37653.0,1,0,A,1,發長球,,,2.0,,,,1.0,9,547.0,424.0,,,,,8,640.0,626.0,8,547.0,448.0,0
1,2.0,00:20:58,37716.0,1,0,B,2,殺球,,,1.0,9.0,547.0,424.0,2.0,6,420.0,626.0,,,,,13,554.0,420.0,8,619.0,612.0,0
1,3.0,00:20:58,37729.0,1,0,A,2,擋小球,,1.0,2.0,6.0,420.0,626.0,2.0,5,482.0,480.0,,,,,8,614.0,636.0,8,556.0,441.0,0
1,4.0,00:20:59,37754.0,1,0,B,2,放小球,,,2.0,5.0,482.0,480.0,2.0,2,422.0,554.0,,,,,8,542.0,477.0,8,540.0,604.0,0
1,5.0,00:21:00,37791.0,1,0,A,2,放小球,,1.0,2.0,2.0,422.0,554.0,2.0,7,528.0,513.0,,,,,2,434.0,576.0,8,576.0,475.0,0
1,6.0,00:21:01,37813.0,1,0,B,2,挑球,,,2.0,7.0,528.0,513.0,1.0,4,386.0,700.0,,,,,7,576.0,504.0,7,525.0,578.0,0
1,7.0,00:21:03,37859.0,1,0,A,2,長球,1.0,,1.0,4.0,386.0,700.0,1.0,14,441.0,427.0,,,,,8,429.0,679.0,8,595.0,460.0,0
1,8.0,00:21:04,37898.0,1,0,B,2,切球,,,1.0,14.0,441.0,427.0,2.0,6,396.0,592.0,,,,,3,472.0,432.0,8,520.0,633.0,0
1,9.0,00:21:05,37922.0,1,0,A,2,長球,,1.0,2.0,6.0,396.0,592.0,1.0,8,722.0,448.0,,,,,6,456.0,604.0,8,535.0,441.0,0
1,10.0,00:21:06,37945.0,1,0,B,2,後場抽平球,,1.0,1.0,8.0,722.0,448.0,1.0,5,777.0,628.0,,,,,8,681.0,453.0,8,554.0,614.0,0
1,11.0,00:21:06,37959.0,1,0,A,2,平球,,,1.0,5.0,777.0,628.0,1.0,6,765.0,475.0,,,,,8,703.0,640.0,8,696.0,468.0,0
1,12.0,00:21:07,37980.0,1,0,B,2,擋小球,,1.0,1.0,6.0,765.0,475.0,2.0,1,768.0,566.0,,,,,8,720.0,475.0,8,708.0,624.0,0
1,13.0,00:21:08,38011.0,1,0,A,2,挑球,,,2.0,1.0,768.0,566.0,1.0,3,484.0,429.0,,,,,7,748.0,583.0,8,684.0,477.0,0
1,14.0,00:21:09,38059.0,1,0,B,2,過度切球,,,1.0,3.0,484.0,429.0,2.0,2,424.0,568.0,,,,,14,528.0,420.0,8,597.0,614.0,0
1,15.0,00:21:10,38087.0,1,0,A,2,挑球,,1.0,2.0,2.0,424.0,568.0,1.0,5,458.0,439.0,,,,,8,468.0,600.0,8,559.0,439.0,0
1,16.0,00:21:12,38128.0,1,0,B,3,長球,,,1.0,5.0,458.0,439.0,2.0,14,283.0,705.0,出界,對手出界,A,,3,518.0,432.0,8,580.0,614.0,0
2,1.0,00:21:26,38551.0,1,1,A,1,發長球,,,2.0,,,,1.0,9,724.0,422.0,,,,,8,576.0,619.0,8,717.0,451.0,0
2,2.0,00:21:28,38612.0,1,1,B,2,殺球,1.0,,1.0,9.0,724.0,422.0,2.0,6,376.0,609.0,,,,,9,715.0,424.0,8,660.0,640.0,0
2,3.0,00:21:29,38633.0,1,1,A,2,擋小球,,1.0,2.0,6.0,376.0,609.0,2.0,1,470.0,496.0,,,,,8,460.0,607.0,8,667.0,439.0,0
2,4.0,00:21:29,38661.0,1,1,B,2,放小球,,,2.0,1.0,470.0,496.0,2.0,7,513.0,556.0,,,,,8,516.0,492.0,8,511.0,592.0,0
2,5.0,00:21:30,38689.0,1,1,A,2,挑球,,1.0,2.0,7.0,513.0,556.0,1.0,9,698.0,436.0,,,,,7,568.0,576.0,8,549.0,489.0,0
2,6.0,00:21:33,38762.0,1,1,B,2,殺球,,,1.0,9.0,698.0,436.0,2.0,5,777.0,626.0,,,,,8,696.0,441.0,8,681.0,628.0,0
2,7.0,00:21:33,38774.0,1,1,A,2,擋小球,,,2.0,5.0,777.0,626.0,1.0,7,744.0,504.0,,,,,8,693.0,633.0,8,672.0,463.0,0
2,8.0,00:21:34,38800.0,1,1,B,2,勾球,,1.0,1.0,7.0,744.0,504.0,2.0,2,460.0,561.0,,,,,7,724.0,504.0,8,643.0,636.0,0
2,9.0,00:21:35,38817.0,1,1,A,3,挑球,,1.0,2.0,2.0,460.0,561.0,2.0,13,729.0,415.0,出界,對手出界,B,,8,494.0,597.0,7,672.0,496.0,0
3,1.0,00:21:57,39483.0,2,1,B,1,發短球,,1.0,2.0,,,,2.0,7,568.0,561.0,,,,,8,636.0,475.0,8,494.0,640.0,0
3,2.0,00:21:58,39504.0,2,1,A,2,推球,,,2.0,7.0,568.0,561.0,1.0,3,489.0,427.0,,,,,8,556.0,600.0,8,626.0,465.0,0
3,3.0,00:21:59,39539.0,2,1,B,2,殺球,,,1.0,3.0,489.0,427.0,2.0,6,364.0,619.0,,,,,9,566.0,432.0,8,600.0,609.0,0
3,4.0,00:21:59,39551.0,2,1,A,2,擋小球,,1.0,2.0,6.0,364.0,619.0,2.0,8,540.0,482.0,,,,,8,583.0,638.0,3,530.0,432.0,0
3,5.0,00:22:00,39581.0,2,1,B,2,挑球,,,2.0,8.0,540.0,482.0,1.0,4,367.0,691.0,,,,,8,564.0,487.0,8,559.0,619.0,0
3,6.0,00:22:02,39627.0,2,1,A,2,長球,1.0,,1.0,4.0,367.0,691.0,1.0,9,744.0,434.0,,,,,8,453.0,679.0,8,592.0,475.0,0
3,7.0,00:22:03,39666.0,2,1,B,3,殺球,1.0,,1.0,9.0,744.0,434.0,2.0,15,288.0,626.0,出界,對手出界,A,,9,693.0,432.0,8,592.0,648.0,0
4,1.0,00:22:17,40081.0,3,1,A,1,發長球,,,2.0,,,,1.0,3,528.0,432.0,,,,,8,633.0,636.0,8,544.0,453.0,0
4,2.0,00:22:19,40144.0,3,1,B,2,殺球,,,1.0,3.0,528.0,432.0,2.0,8,535.0,638.0,,,,,8,540.0,439.0,8,624.0,619.0,0
4,3.0,00:22:19,40157.0,3,1,A,2,擋小球,,1.0,2.0,8.0,535.0,638.0,2.0,8,703.0,468.0,,,,,8,633.0,648.0,8,554.0,456.0,0
4,4.0,00:22:20,40180.0,3,1,B,2,平球,,1.0,2.0,8.0,703.0,468.0,1.0,8,458.0,619.0,,,,,8,691.0,477.0,8,631.0,640.0,0
4,5.0,00:22:21,40193.0,3,1,A,2,平球,1.0,,1.0,8.0,458.0,619.0,1.0,8,552.0,468.0,,,,,8,643.0,633.0,8,643.0,472.0,0
4,6.0,00:22:21,40207.0,3,1,B,2,切球,,,1.0,8.0,552.0,468.0,2.0,2,427.0,552.0,,,,,8,585.0,475.0,8,614.0,607.0,0
4,7.0,00:22:22,40234.0,3,1,A,2,挑球,,1.0,2.0,2.0,427.0,552.0,1.0,4,784.0,427.0,,,,,8,468.0,607.0,8,592.0,477.0,0
4,8.0,00:22:23,40271.0,3,1,B,3,切球,,1.0,1.0,4.0,784.0,427.0,2.0,7,530.0,516.0,掛網,對手掛網,A,,8,739.0,439.0,8,645.0,612.0,0
5,1.0,00:22:44,40889.0,4,1,A,1,發長球,,,2.0,,,,1.0,4,775.0,432.0,,,,,8,580.0,607.0,8,710.0,458.0,0
5,2.0,00:22:46,40955.0,4,1,B,2,殺球,1.0,,1.0,4.0,775.0,432.0,2.0,5,808.0,626.0,,,,,13,756.0,420.0,8,667.0,636.0,0
5,3.0,00:22:47,40970.0,4,1,A,2,擋小球,,,2.0,5.0,808.0,626.0,2.0,6,816.0,489.0,,,,,8,739.0,621.0,8,724.0,439.0,0
5,4.0,00:22:48,41000.0,4,1,B,2,挑球,,1.0,2.0,6.0,816.0,489.0,1.0,4,352.0,696.0,,,,,6,768.0,482.0,8,664.0,607.0,0
5,5.0,00:22:49,41037.0,4,1,A,2,殺球,1.0,,1.0,4.0,352.0,696.0,2.0,5,489.0,460.0,,,,,6,424.0,672.0,8,612.0,470.0,0
5,6.0,00:22:49,41051.0,4,1,B,3,擋小球,,,2.0,5.0,489.0,460.0,2.0,15,321.0,604.0,出界,對手出界,A,,8,578.0,468.0,6,379.0,669.0,0
6,1.0,00:23:03,41467.0,4,2,A,1,發長球,,,2.0,,,,1.0,9,556.0,432.0,,,,,8,640.0,628.0,8,544.0,460.0,0
6,2.0,00:23:05,41531.0,4,2,B,2,點扣,,,1.0,9.0,556.0,432.0,2.0,5,840.0,607.0,,,,,9,576.0,429.0,8,636.0,621.0,0
6,3.0,00:23:06,41551.0,4,2,A,2,防守回挑,,,2.0,5.0,840.0,607.0,1.0,6,808.0,441.0,,,,,8,736.0,633.0,8,626.0,444.0,0
6,4.0,00:23:07,41572.0,4,2,B,3,長球,,1.0,1.0,6.0,808.0,441.0,2.0,3,792.0,700.0,對手落地致勝,落地致勝,B,,8,732.0,460.0,8,722.0,619.0,0
7,1.0,00:23:44,42704.0,5,2,B,1,發短球,,1.0,2.0,,,,2.0,7,727.0,576.0,,,,,8,609.0,472.0,8,708.0,626.0,0
7,2.0,00:23:45,42726.0,5,2,A,2,放小球,,,2.0,7.0,727.0,576.0,2.0,6,784.0,484.0,,,,,7,729.0,590.0,8,633.0,472.0,0
7,3.0,00:23:46,42757.0,5,2,B,2,勾球,,1.0,2.0,6.0,784.0,484.0,2.0,2,434.0,547.0,,,,,7,744.0,506.0,8,633.0,621.0,0
7,4.0,00:23:47,42780.0,5,2,A,2,挑球,,1.0,2.0,2.0,434.0,547.0,1.0,8,758.0,441.0,,,,,7,504.0,561.0,8,669.0,477.0,0
7,5.0,00:23:48,42813.0,5,2,B,2,殺球,1.0,,1.0,8.0,758.0,441.0,2.0,8,573.0,607.0,,,,,8,676.0,441.0,8,592.0,607.0,0
7,6.0,00:23:48,42825.0,5,2,A,2,擋小球,,1.0,2.0,8.0,573.0,607.0,2.0,8,700.0,489.0,,,,,8,667.0,645.0,9,732.0,434.0,0
7,7.0,00:23:49,42849.0,5,2,B,2,擋小球,,1.0,2.0,8.0,700.0,489.0,2.0,2,393.0,552.0,,,,,8,672.0,480.0,8,662.0,636.0,0
7,8.0,00:23:50,42879.0,5,2,A,2,放小球,,1.0,2.0,2.0,393.0,552.0,2.0,1,453.0,499.0,,,,,2,451.0,576.0,8,600.0,484.0,0
7,9.0,00:23:51,42907.0,5,2,B,3,放小球,,,2.0,1.0,453.0,499.0,2.0,1,432.0,513.0,掛網,對手掛網,A,,1,487.0,501.0,7,540.0,580.0,0
8,1.0,00:24:05,43333.0,6,2,A,1,發長球,,,2.0,,,,1.0,9,744.0,427.0,,,,,8,578.0,626.0,8,717.0,453.0,0
8,2.0,00:24:07,43396.0,6,2,B,2,長球,1.0,,1.0,9.0,744.0,427.0,1.0,5,823.0,684.0,,,,,9,734.0,429.0,8,648.0,643.0,0
8,3.0,00:24:09,43435.0,6,2,A,2,切球,,,1.0,5.0,823.0,684.0,2.0,6,801.0,484.0,,,,,3,782.0,686.0,8,660.0,458.0,0
8,4.0,00:24:10,43461.0,6,2,B,2,放小球,,1.0,2.0,6.0,801.0,484.0,2.0,1,799.0,578.0,,,,,8,758.0,477.0,8,672.0,655.0,0
8,5.0,00:24:11,43492.0,6,2,A,2,挑球,,,2.0,1.0,799.0,578.0,1.0,4,782.0,432.0,,,,,8,753.0,597.0,8,679.0,487.0,0
8,6.0,00:24:12,43540.0,6,2,B,2,殺球,1.0,,1.0,4.0,782.0,432.0,2.0,6,408.0,604.0,,,,,4,772.0,436.0,8,672.0,621.0,0
8,7.0,00:24:13,43558.0,6,2,A,2,擋小球,,1.0,2.0,6.0,408.0,604.0,2.0,5,460.0,489.0,,,,,8,652.0,638.0,6,792.0,441.0,0
8,8.0,00:24:14,43589.0,6,2,B,3,挑球,,,2.0,5.0,460.0,489.0,2.0,4,374.0,708.0,出界,對手出界,A,,7,508.0,494.0,8,484.0,602.0,0
9,1.0,00:24:29,44044.0,6,3,A,1,發長球,,,2.0,,,,1.0,9,547.0,424.0,,,,,8,640.0,621.0,8,554.0,456.0,0
9,2.0,00:24:31,44107.0,6,3,B,2,切球,,,1.0,9.0,547.0,424.0,2.0,1,820.0,571.0,,,,,9,566.0,424.0,8,628.0,619.0,0
9,3.0,00:24:32,44135.0,6,3,A,2,挑球,,,2.0,1.0,820.0,571.0,1.0,4,780.0,432.0,,,,,5,777.0,595.0,8,626.0,446.0,0
9,4.0,00:24:33,44169.0,6,3,B,2,切球,1.0,,1.0,4.0,780.0,432.0,2.0,7,724.0,566.0,,,,,9,712.0,436.0,8,688.0,636.0,0
9,5.0,00:24:34,44200.0,6,3,A,2,放小球,,,2.0,7.0,724.0,566.0,2.0,7,669.0,506.0,,,,,7,715.0,576.0,8,674.0,463.0,0
9,6.0,00:24:35,44223.0,6,3,B,2,挑球,,1.0,2.0,7.0,669.0,506.0,1.0,4,396.0,691.0,,,,,7,638.0,501.0,7,633.0,573.0,0
9,7.0,00:24:37,44294.0,6,3,A,2,點扣,1.0,,1.0,4.0,396.0,691.0,2.0,8,758.0,456.0,,,,,4,372.0,691.0,8,576.0,468.0,0
9,8.0,00:24:38,44311.0,6,3,B,2,擋小球,,1.0,2.0,8.0,758.0,456.0,2.0,1,784.0,561.0,,,,,8,614.0,460.0,8,448.0,669.0,0
9,9.0,00:24:39,44343.0,6,3,A,2,挑球,,,2.0,1.0,784.0,561.0,1.0,5,487.0,439.0,,,,,7,744.0,592.0,8,712.0,463.0,0
9,10.0,00:24:41,44389.0,6,3,B,2,過度切球,,,1.0,5.0,487.0,439.0,1.0,7,724.0,585.0,,,,,9,554.0,436.0,8,597.0,614.0,0
9,11.0,00:24:41,44411.0,6,3,A,2,勾球,,,1.0,7.0,724.0,585.0,2.0,1,487.0,511.0,,,,,8,693.0,604.0,8,592.0,446.0,0
9,12.0,00:24:42,44442.0,6,3,B,2,挑球,,,2.0,1.0,487.0,511.0,1.0,3,835.0,693.0,,,,,7,528.0,506.0,7,604.0,576.0,0
9,13.0,00:24:44,44493.0,6,3,A,2,長球,,,1.0,3.0,835.0,693.0,1.0,9,758.0,432.0,,,,,9,756.0,691.0,8,652.0,468.0,0
9,14.0,00:24:45,44532.0,6,3,B,3,殺球,1.0,,1.0,9.0,758.0,432.0,2.0,5,876.0,672.0,對手落地致勝,落地致勝,B,,9,744.0,429.0,8,652.0,643.0,0
10,1.0,00:25:07,45165.0,7,3,B,1,發短球,,1.0,2.0,,,,2.0,7,511.0,576.0,,,,,8,645.0,472.0,8,487.0,626.0,0
10,2.0,00:25:07,45183.0,7,3,A,2,勾球,,1.0,2.0,7.0,511.0,576.0,2.0,2,811.0,504.0,,,,,7,489.0,583.0,8,621.0,472.0,0
10,3.0,00:25:08,45211.0,7,3,B,2,放小球,,1.0,2.0,2.0,811.0,504.0,2.0,1,823.0,540.0,,,,,6,768.0,492.0,7,616.0,590.0,0
10,4.0,00:25:09,45235.0,7,3,A,2,挑球,,,2.0,1.0,823.0,540.0,1.0,9,746.0,432.0,,,,,1,772.0,566.0,7,722.0,496.0,0
10,5.0,00:25:11,45285.0,7,3,B,2,殺球,1.0,,1.0,9.0,746.0,432.0,2.0,5,830.0,624.0,,,,,9,736.0,434.0,8,686.0,604.0,0
10,6.0,00:25:11,45303.0,7,3,A,2,擋小球,,,2.0,5.0,830.0,624.0,2.0,2,784.0,501.0,,,,,8,720.0,636.0,8,734.0,439.0,0
10,7.0,00:25:12,45333.0,7,3,B,2,放小球,,1.0,2.0,2.0,784.0,501.0,2.0,1,801.0,554.0,,,,,2,765.0,511.0,8,696.0,626.0,0
10,8.0,00:25:13,45358.0,7,3,A,2,挑球,,,2.0,1.0,801.0,554.0,1.0,4,782.0,432.0,,,,,7,751.0,566.0,8,715.0,475.0,0
10,9.0,00:25:14,45393.0,7,3,B,2,殺球,1.0,,1.0,4.0,782.0,432.0,2.0,5,789.0,614.0,,,,,8,720.0,446.0,8,681.0,609.0,0
10,10.0,00:25:15,45408.0,7,3,A,2,擋小球,,,2.0,5.0,789.0,614.0,2.0,7,664.0,513.0,,,,,8,708.0,633.0,8,724.0,441.0,0
10,11.0,00:25:16,45441.0,7,3,B,3,放小球,,1.0,2.0,7.0,664.0,513.0,2.0,2,448.0,549.0,未過網,對手未過網,A,,8,660.0,477.0,8,643.0,597.0,0
11,1.0,00:25:32,45918.0,7,4,A,1,發長球,,,2.0,,,,1.0,9,732.0,427.0,,,,,8,580.0,621.0,8,712.0,446.0,0
11,2.0,00:25:34,45982.0,7,4,B,2,切球,1.0,,1.0,9.0,732.0,427.0,2.0,2,403.0,571.0,,,,,9,746.0,422.0,8,660.0,638.0,0
11,3.0,00:25:35,46007.0,7,4,A,2,擋小球,,1.0,2.0,2.0,403.0,571.0,2.0,7,532.0,506.0,,,,,6,439.0,595.0,8,672.0,444.0,0
11,4.0,00:25:36,46036.0,7,4,B,2,挑球,,,2.0,7.0,532.0,506.0,1.0,4,360.0,700.0,,,,,7,580.0,504.0,7,564.0,583.0,0
11,5.0,00:25:37,46075.0,7,4,A,2,殺球,1.0,,1.0,4.0,360.0,700.0,2.0,6,787.0,463.0,,,,,4,403.0,691.0,8,592.0,472.0,0
11,6.0,00:25:38,46101.0,7,4,B,2,擋小球,,1.0,2.0,6.0,787.0,463.0,2.0,1,799.0,580.0,,,,,8,732.0,460.0,6,408.0,669.0,0
